X,Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day,Duration,Campaign,pDays,Previous,pOutcome,EmpVarRate,ConsPriceIdx,ConsConfIndx,Euribor3M,NREmployed,Subscribed
16953,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30580,35,housemaid,single,university.degree,no,no,yes,cellular,may,mon,126,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
35110,32,admin.,single,university.degree,no,yes,no,cellular,may,fri,98,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
31597,45,admin.,single,high.school,no,yes,no,cellular,may,thu,19,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
2518,36,technician,married,professional.course,no,no,yes,telephone,may,tue,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
14618,33,unemployed,single,unknown,no,no,no,cellular,jul,tue,211,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
13021,28,services,married,high.school,no,no,yes,cellular,jul,tue,378,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38996,36,admin.,single,high.school,no,yes,no,telephone,dec,mon,358,6,999,0,nonexistent,-3,92.713,-33,0.717,5023.5,no
30461,31,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,226,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
31624,31,admin.,married,university.degree,no,yes,yes,cellular,may,thu,148,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
27040,54,admin.,married,high.school,no,yes,no,cellular,nov,fri,267,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
18668,54,admin.,married,university.degree,no,no,no,cellular,jul,thu,9,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
34680,29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,123,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
39528,39,management,married,university.degree,no,no,no,telephone,apr,tue,325,1,999,2,failure,-1.8,93.749,-34.6,0.646,5008.7,yes
28413,52,admin.,married,university.degree,no,yes,no,telephone,apr,thu,327,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
7856,39,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,466,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
5117,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,504,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33119,34,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,14,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
19898,53,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36539,26,technician,single,professional.course,no,yes,no,cellular,jun,wed,80,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
2524,27,technician,single,professional.course,no,yes,no,telephone,may,tue,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
25136,54,unemployed,married,basic.9y,no,yes,no,cellular,nov,tue,127,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
8186,33,technician,married,university.degree,unknown,yes,no,telephone,jun,tue,272,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9003,39,admin.,married,high.school,no,yes,no,telephone,jun,thu,337,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29643,30,admin.,single,university.degree,unknown,no,no,cellular,apr,mon,162,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
19380,48,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,742,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
20938,29,admin.,single,high.school,no,no,no,cellular,aug,thu,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
8593,57,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,367,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
38465,37,blue-collar,married,basic.6y,no,unknown,unknown,cellular,oct,fri,93,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
40645,26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,386,3,6,3,success,-1.1,94.199,-37.5,0.881,4963.6,yes
37646,63,retired,married,university.degree,no,no,no,cellular,aug,tue,177,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,no
37931,40,unknown,single,unknown,no,no,no,cellular,sep,thu,224,1,999,1,failure,-3.4,92.379,-29.8,0.809,5017.5,yes
7737,40,admin.,married,high.school,unknown,no,yes,telephone,may,fri,84,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
6311,35,admin.,married,basic.9y,no,no,no,telephone,may,tue,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7942,39,admin.,single,university.degree,unknown,no,no,telephone,jun,mon,658,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
12363,41,management,married,university.degree,no,yes,no,cellular,jul,fri,1044,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
5694,24,blue-collar,single,high.school,no,unknown,unknown,telephone,may,mon,70,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
23819,29,technician,single,university.degree,no,yes,no,cellular,aug,fri,204,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
16993,59,technician,married,university.degree,unknown,no,no,cellular,jul,thu,213,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21856,32,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,152,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26337,32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,67,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
37807,58,retired,married,high.school,no,yes,no,cellular,aug,tue,242,6,3,1,success,-2.9,92.201,-31.4,0.838,5076.2,yes
29306,45,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,666,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
5486,35,blue-collar,married,unknown,no,yes,no,telephone,may,mon,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
14565,59,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,85,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18124,36,admin.,married,high.school,no,no,no,cellular,jul,wed,227,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32701,32,services,married,high.school,no,no,no,cellular,may,mon,161,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
26104,36,technician,married,high.school,no,yes,no,telephone,nov,wed,46,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
12473,39,unemployed,married,high.school,no,no,no,cellular,jul,mon,74,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
40160,30,admin.,single,university.degree,no,no,no,cellular,jul,thu,252,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes
26473,48,admin.,married,university.degree,no,yes,no,cellular,nov,thu,111,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
33432,26,services,single,basic.9y,unknown,yes,no,cellular,may,tue,165,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
34663,42,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
956,36,housemaid,divorced,basic.9y,unknown,no,no,telephone,may,wed,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
11699,52,technician,married,university.degree,unknown,no,no,telephone,jun,fri,10,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
10378,35,admin.,married,professional.course,no,no,no,telephone,jun,mon,62,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10045,27,student,single,university.degree,no,no,yes,telephone,jun,thu,137,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
5691,44,unemployed,married,basic.6y,no,yes,yes,telephone,may,mon,536,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9153,40,admin.,divorced,basic.9y,no,no,no,telephone,jun,fri,161,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
12589,60,retired,married,high.school,no,no,no,telephone,jul,mon,188,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27597,49,unemployed,single,high.school,no,yes,no,telephone,nov,fri,136,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
15137,24,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,470,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
12329,43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jul,fri,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
18646,31,services,single,high.school,no,yes,no,cellular,jul,thu,59,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
40388,46,admin.,single,high.school,no,no,no,cellular,aug,thu,510,2,17,1,success,-1.7,94.027,-38.3,0.904,4991.6,no
34874,34,admin.,married,university.degree,no,yes,no,cellular,may,fri,103,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
8482,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
18658,39,technician,married,professional.course,no,yes,no,cellular,jul,thu,23,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
8777,34,services,married,high.school,unknown,yes,no,telephone,jun,thu,396,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
30851,45,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,tue,29,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
33361,48,management,married,basic.9y,no,yes,no,cellular,may,tue,725,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
3430,37,technician,single,university.degree,no,no,no,telephone,may,thu,156,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
1306,31,blue-collar,divorced,professional.course,no,yes,no,telephone,may,thu,176,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
5947,37,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,565,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22921,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,171,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2329,58,retired,married,unknown,no,unknown,unknown,telephone,may,tue,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22177,48,services,married,high.school,unknown,no,no,cellular,aug,thu,776,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40690,24,technician,single,professional.course,no,yes,no,cellular,sep,fri,1042,5,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,yes
41009,37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,178,2,13,2,success,-1.1,94.601,-49.5,1.025,4963.6,yes
30538,27,technician,single,university.degree,no,yes,no,cellular,may,mon,77,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
16533,50,admin.,single,university.degree,no,no,no,cellular,jul,wed,102,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
11096,49,services,married,high.school,unknown,no,no,telephone,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32511,54,technician,married,university.degree,unknown,yes,no,telephone,may,fri,265,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
10348,57,technician,married,basic.9y,no,yes,no,telephone,jun,mon,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
23479,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,583,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
40927,31,technician,single,professional.course,no,yes,no,telephone,oct,tue,54,1,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6,no
35963,61,retired,married,basic.9y,no,no,no,cellular,may,mon,324,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
13220,32,blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,wed,990,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
7104,34,services,divorced,professional.course,unknown,yes,no,telephone,may,thu,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
9056,42,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,160,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
27165,40,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,fri,74,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
25538,30,admin.,single,high.school,no,yes,yes,cellular,nov,wed,236,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
8669,26,admin.,married,high.school,no,no,no,telephone,jun,wed,606,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
20327,38,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,1504,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29743,30,technician,single,university.degree,no,unknown,unknown,cellular,apr,mon,112,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6364,45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,858,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
18591,35,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,172,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
24202,55,admin.,single,university.degree,unknown,yes,no,cellular,nov,mon,389,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
11114,39,technician,single,professional.course,unknown,no,no,telephone,jun,thu,820,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6180,46,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9298,29,admin.,single,high.school,no,yes,no,telephone,jun,fri,17,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1732,30,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
13333,26,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,wed,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18456,32,admin.,married,university.degree,no,yes,no,cellular,jul,thu,61,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37011,37,admin.,married,university.degree,no,yes,no,cellular,jul,mon,227,2,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes
8311,36,services,married,high.school,unknown,yes,no,telephone,jun,tue,120,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
13176,27,unemployed,married,basic.6y,unknown,no,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15301,52,housemaid,single,university.degree,no,no,no,cellular,jul,thu,188,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
5703,57,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24144,44,management,married,high.school,no,yes,no,cellular,nov,mon,669,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
41004,45,student,single,unknown,no,yes,no,cellular,oct,wed,316,2,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,no
33795,42,services,single,basic.6y,no,yes,yes,cellular,may,wed,11,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
19280,31,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
15772,41,technician,divorced,high.school,no,yes,no,cellular,jul,mon,521,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
10843,37,management,married,university.degree,no,yes,no,telephone,jun,wed,744,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
6691,35,services,divorced,professional.course,no,yes,yes,telephone,may,wed,294,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
23756,45,services,married,professional.course,no,yes,yes,cellular,aug,thu,133,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
9837,36,blue-collar,divorced,high.school,no,yes,no,telephone,jun,wed,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2431,53,retired,single,professional.course,unknown,yes,no,telephone,may,tue,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
10280,50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,264,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
12279,50,entrepreneur,married,professional.course,no,yes,no,telephone,jul,thu,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
13392,34,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,431,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21214,33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,140,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38578,61,technician,married,professional.course,no,no,no,cellular,oct,thu,174,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no
35364,29,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,fri,1223,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
27531,47,admin.,married,basic.9y,no,yes,no,telephone,nov,fri,64,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
21516,33,admin.,single,high.school,no,yes,no,cellular,aug,tue,195,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40699,69,retired,married,basic.4y,no,no,no,cellular,sep,mon,258,3,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,no
30164,48,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,62,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
15373,39,self-employed,married,university.degree,no,no,no,cellular,jul,fri,178,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
19466,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,402,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
5973,34,admin.,single,high.school,no,yes,no,telephone,may,tue,386,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28829,28,technician,single,high.school,no,yes,yes,cellular,apr,thu,48,4,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
21920,30,technician,single,university.degree,no,yes,no,cellular,aug,wed,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25861,45,management,married,university.degree,no,no,yes,cellular,nov,wed,391,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
22473,37,self-employed,married,university.degree,no,yes,yes,cellular,aug,fri,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
14516,45,admin.,married,university.degree,no,yes,no,cellular,jul,tue,132,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26598,41,services,single,high.school,unknown,yes,no,cellular,nov,thu,125,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
7636,59,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,167,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
16943,54,technician,married,basic.6y,no,yes,no,cellular,jul,thu,823,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5442,31,admin.,divorced,high.school,no,no,yes,telephone,may,fri,100,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38121,60,retired,divorced,professional.course,no,yes,no,cellular,sep,thu,63,1,999,2,failure,-3.4,92.379,-29.8,0.743,5017.5,no
869,43,technician,married,professional.course,no,yes,no,telephone,may,wed,255,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
12754,30,admin.,divorced,high.school,no,yes,no,telephone,jul,tue,58,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28428,47,technician,divorced,professional.course,no,no,no,cellular,apr,thu,337,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
34505,24,management,single,university.degree,no,yes,no,telephone,may,thu,151,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
13752,44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
13369,40,services,married,high.school,no,no,no,cellular,jul,wed,83,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32964,37,admin.,single,university.degree,no,yes,no,telephone,may,mon,168,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
10482,34,services,married,high.school,no,no,yes,telephone,jun,tue,222,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27811,60,retired,married,professional.course,no,yes,no,cellular,mar,wed,74,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
3375,44,admin.,married,university.degree,unknown,yes,no,telephone,may,thu,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
39416,53,management,divorced,university.degree,no,yes,no,cellular,apr,thu,222,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
407,42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36758,22,admin.,single,university.degree,no,unknown,unknown,cellular,jun,tue,835,2,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,no
33967,41,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,wed,426,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
215,57,retired,married,unknown,unknown,no,no,telephone,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32702,35,technician,married,university.degree,no,yes,no,cellular,may,mon,262,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
21959,53,admin.,married,university.degree,no,no,no,cellular,aug,wed,184,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3153,44,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
14893,41,blue-collar,married,unknown,unknown,no,no,cellular,jul,wed,516,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
14553,45,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,372,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27092,30,services,single,university.degree,no,yes,no,cellular,nov,fri,13,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
18348,38,admin.,married,high.school,no,no,no,cellular,jul,thu,175,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
14954,26,admin.,single,university.degree,no,no,no,cellular,jul,wed,212,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
8936,37,services,married,high.school,no,yes,no,telephone,jun,thu,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8544,35,admin.,single,high.school,no,no,no,telephone,jun,wed,984,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
18683,48,admin.,single,university.degree,no,yes,yes,telephone,jul,thu,55,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
18589,39,technician,married,high.school,no,yes,no,cellular,jul,thu,1461,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
15798,43,services,married,high.school,no,yes,yes,cellular,jul,mon,1212,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
26066,40,admin.,single,high.school,no,no,no,cellular,nov,wed,53,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
39118,43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,689,2,999,0,nonexistent,-3,92.713,-33,0.707,5023.5,yes
13863,51,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,78,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26763,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,16,9,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
11885,52,services,unknown,professional.course,no,yes,no,telephone,jun,fri,7,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34869,34,self-employed,single,professional.course,no,yes,no,telephone,may,fri,10,7,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
14536,31,technician,single,professional.course,no,no,no,telephone,jul,tue,174,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
8689,36,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5242,43,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,fri,536,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
13296,24,services,single,high.school,no,yes,no,cellular,jul,wed,242,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23193,54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,120,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
12598,50,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,1165,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
29330,33,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,446,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26159,33,admin.,single,high.school,no,yes,no,cellular,nov,wed,208,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
34449,52,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,11,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
3157,44,technician,married,professional.course,no,yes,no,telephone,may,thu,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
38316,74,retired,married,professional.course,no,yes,no,cellular,oct,thu,96,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,no
35535,37,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,185,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
14461,42,self-employed,divorced,basic.6y,unknown,yes,no,cellular,jul,tue,94,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34391,25,services,single,high.school,no,no,no,cellular,may,thu,646,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
36418,24,unknown,single,university.degree,no,no,no,cellular,jun,tue,263,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
7094,45,technician,married,professional.course,no,no,no,telephone,may,thu,455,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
23999,44,admin.,married,high.school,no,yes,no,telephone,oct,fri,159,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,no
41167,38,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,403,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes
4882,25,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed,1681,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
37505,27,technician,single,university.degree,no,no,no,cellular,aug,thu,103,1,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,no
